Feat0;Feat1;Feat2;Feat3;Feat4;Feat5;Feat6;Feat7;Feat8;Feat9;Feat10;Feat11;Feat12;Feat13;Feat14;Feat15;Feat16;Feat17;Target
0;1;1;26740;583;83;60;1;2;2;0;0;0;0;0;0;1400;800;0
1;1;1;28930;948;-13;3;1;0;0;0;0;0;0;0;0;0;0;0
0;1;1;532290;2055;-4;-19;0;2;0;2;0;0;0;0;0;4000;2000;0
0;0;1;8670;216;-51;-32;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;38530;1232;3;18;0;1;1;0;0;0;0;0;0;700;700;0
0;0;0;2390;50;-73;-77;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;86740;486;17;25;0;2;0;2;0;0;0;0;0;9000;7000;0
1;0;0;3270;118;-69;-69;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;14050;228;-45;-55;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;32210;510;147;95;0;1;1;0;0;0;0;0;0;600;600;0
1;1;1;36100;608;8;17;0;0;0;0;0;0;0;0;0;0;0;1
0;1;1;23040;392;-10;-22;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;24400;352;-10;-25;0;1;0;1;0;0;0;0;0;2000;2000;0
1;0;0;15610;246;25;-2;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;300520;894;37;37;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;641120;1571;-17;6;0;1;1;0;0;0;0;0;0;800;800;0
0;0;1;20380;162;-58;-59;0;2;1;1;0;0;0;0;0;4700;4000;1
0;0;1;307540;1020;-44;-32;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;219070;475;15;-4;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;21900;370;-27;-28;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;43860;947;52;20;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;4070;173;-61;-54;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;4380;134;-60;-31;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;4040;92;-57;-72;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;315650;645;-33;-9;0;1;0;1;0;0;0;0;0;5000;5000;0
0;0;0;42300;55;37;-10;0;1;0;1;0;0;0;0;0;4000;4000;0
0;1;1;664090;1824;-12;5;0;2;2;0;0;0;0;0;0;1100;600;0
0;0;1;25480;484;-20;-8;0;1;0;1;0;0;0;0;0;7000;7000;0
0;0;1;15300;293;-2;15;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;48600;562;64;12;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;4580;100;-64;-59;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;1018360;2263;-19;-12;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;15500;255;72;86;0;1;0;1;0;0;0;0;0;2000;2000;0
1;0;1;40250;451;91;91;0;4;3;1;0;0;0;0;0;2900;2000;0
0;0;0;2260;17;-29;-58;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;37050;649;435;239;1;0;0;0;0;0;0;0;0;0;0;0
0;0;1;24360;351;-25;-16;0;2;2;0;0;0;0;0;0;1300;900;0
0;1;1;39410;1146;12;9;0;1;0;1;0;0;0;0;0;3000;3000;0
1;0;1;372470;1848;-35;-22;0;3;0;2;1;0;0;0;0;70000;60000;1
1;1;1;21760;391;-25;-11;0;1;0;1;0;0;0;0;0;1000;1000;0
1;0;0;90160;425;-48;-39;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;430;3;-71;-92;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;12290;471;30;49;0;1;1;0;0;0;0;0;0;500;500;0
1;1;1;30820;389;22;-4;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;76490;1203;484;367;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;76200;766;166;71;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;30110;1068;199;207;1;1;0;1;0;0;0;0;0;2000;2000;0
0;1;0;24550;62;44;23;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;18370;486;18;72;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7060;241;-44;-4;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;226790;717;2;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;37490;224;-70;-51;0;0;0;0;0;0;0;0;0;0;0;0
1;2;0;61620;195;-33;-4;0;1;0;1;0;0;0;0;0;3000;3000;0
1;0;1;20550;381;-37;-26;0;0;0;0;0;0;0;0;0;0;0;1
1;2;0;18900;208;-81;-67;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;0;9670;186;-59;-7;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;891720;2037;11;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;943300;987;-23;-30;0;2;1;1;0;0;0;0;0;1400;1000;0
0;0;0;12400;313;9;28;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;19520;211;-2;6;0;2;1;1;0;0;0;0;0;3200;3000;1
0;0;0;9980;170;-54;-13;0;1;0;1;0;0;0;0;0;1000;1000;0
0;0;0;3180;11;4;-72;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;60930;866;101;72;0;1;0;0;1;0;0;0;0;10000;10000;0
0;0;1;7100;227;-37;-19;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;4720;26;73;-35;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;28820;171;-23;40;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;0;3460;47;14;18;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;3160;73;-75;-70;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;19340;218;18;-19;0;1;0;1;0;0;0;0;0;3000;3000;0
0;1;1;17300;367;-40;-27;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;35540;487;31;3;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;23920;359;-45;-57;0;1;0;1;0;0;0;0;0;5000;5000;0
1;0;1;96070;537;3;19;0;3;1;1;1;0;0;0;0;49200;40000;0
0;0;0;10370;402;3;16;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;18780;498;21;76;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;0;2920;16;13;-60;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;25430;634;-11;-17;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;7400;206;-31;-15;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;118860;1122;4;2;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;21900;276;128;71;0;1;1;0;0;0;0;0;0;600;600;0
1;2;1;52690;684;16;-2;1;1;0;1;0;0;0;0;0;2000;2000;0
0;1;0;5940;182;-41;-21;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;16380;736;63;112;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;44190;696;201;129;0;1;0;1;0;0;0;0;0;2000;2000;0
1;0;1;28590;387;8;-10;0;2;2;0;0;0;0;0;0;1300;900;0
0;1;1;12440;333;-63;-38;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;14140;200;-39;-50;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;58100;1267;161;113;0;1;1;0;0;0;0;0;0;300;300;0
0;0;0;1870;11;-24;-72;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;7170;278;-23;-7;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;65320;128;-29;-25;0;1;1;0;0;0;0;0;0;800;800;0
0;0;1;9840;421;-43;-28;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;44240;678;327;79;1;0;0;0;0;0;0;0;0;0;0;0
0;1;0;17390;720;89;136;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;950;4;-40;-90;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;48250;573;9;44;0;3;1;2;0;0;0;0;0;12600;8000;0
0;2;1;51740;847;28;33;2;1;1;0;0;0;0;0;0;200;200;0
0;1;0;16010;446;75;43;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;20760;326;-32;-49;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;23930;426;-20;-13;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;23490;748;32;63;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;7190;123;98;79;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;166220;1762;7;20;0;0;0;0;0;0;0;0;0;0;0;1
0;1;1;12430;187;-32;-41;0;0;0;0;0;0;0;0;0;0;0;0
0;2;1;71540;608;80;-1;2;2;0;2;0;0;0;0;0;4000;2000;0
1;0;0;8170;119;-20;-37;0;1;0;1;0;0;0;0;0;2000;2000;0
1;0;1;45330;485;-4;25;0;3;0;2;0;1;0;0;0;402000;400000;0
0;0;1;32130;427;18;13;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;16930;792;121;234;0;1;1;0;0;0;0;0;0;200;200;1
0;0;0;18040;317;95;43;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;30610;1260;37;112;0;1;1;0;0;0;0;0;0;300;300;0
1;0;1;41260;529;77;13;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5440;126;-18;-28;0;1;1;0;0;0;0;0;0;300;300;0
1;0;1;19120;194;-40;-39;0;3;1;2;0;0;0;0;0;9300;6000;0
0;0;0;12490;122;-59;-39;0;1;1;0;0;0;0;0;0;700;700;1
0;0;0;5280;178;-29;-16;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;441960;1006;-42;-33;0;3;0;3;0;0;0;0;0;6000;3000;0
1;0;1;16240;673;22;74;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;24530;626;180;226;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;29500;794;119;106;0;0;0;0;0;0;0;0;0;0;0;1
0;0;0;3130;72;-75;-71;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;42840;248;24;5;0;3;0;3;0;0;0;0;0;4000;2000;0
0;0;0;8390;33;262;-65;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;13320;153;-52;-68;0;1;0;1;0;0;0;0;0;3000;3000;0
0;1;1;40900;776;43;57;0;1;1;0;0;0;0;0;0;400;400;0
1;0;1;23710;481;-25;-42;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;15740;222;4;-27;0;1;0;1;0;0;0;0;0;6000;6000;0
0;0;0;2920;20;-7;-50;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;55130;800;88;61;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;122820;1191;-39;-40;0;1;0;1;0;0;0;0;0;3000;3000;0
0;1;1;229690;485;45;0;0;4;3;1;0;0;0;0;0;2500;1000;0
1;1;1;21220;540;-26;-14;1;0;0;0;0;0;0;0;0;0;0;1
0;1;0;10070;243;-6;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;546980;2212;-3;-7;0;1;1;0;0;0;0;0;0;100;100;1
0;0;0;9070;195;-11;4;0;0;0;0;0;0;0;0;0;0;0;1
1;1;1;23600;704;-31;-26;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;347400;1684;-28;-22;0;2;0;1;1;0;0;0;0;31000;30000;0
1;1;1;32500;873;97;90;1;1;1;0;0;0;0;0;0;300;300;0
1;0;1;31430;553;1;10;0;1;1;0;0;0;0;0;0;600;600;0
1;0;1;788650;2361;18;17;0;3;2;1;0;0;0;0;0;6100;5000;1
1;0;1;76560;586;-47;-41;0;5;1;4;0;0;0;0;0;9500;4000;0
0;0;0;3770;50;-47;-40;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;320150;1012;-58;-42;0;2;0;2;0;0;0;0;0;5000;3000;0
0;2;1;37170;881;-8;39;2;0;0;0;0;0;0;0;0;0;0;0
1;0;1;31440;361;-27;-22;0;3;2;1;0;0;0;0;0;4600;4000;0
0;2;0;33530;747;338;215;2;1;0;1;0;0;0;0;0;1000;1000;0
1;0;1;36870;579;163;119;0;1;0;1;0;0;0;0;0;5000;5000;0
1;1;1;45650;664;55;34;1;0;0;0;0;0;0;0;0;0;0;0
0;2;1;81430;886;90;34;1;0;0;0;0;0;0;0;0;0;0;0
0;0;1;45940;702;67;45;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;127770;1141;7;24;0;4;2;1;1;0;0;0;0;44400;40000;0
0;0;0;8690;262;-6;18;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;16430;213;-27;-47;0;1;0;1;0;0;0;0;0;6000;6000;0
0;0;1;21040;402;-38;-25;0;1;1;0;0;0;0;0;0;300;300;0
0;1;1;18970;301;-27;-38;0;1;0;1;0;0;0;0;0;1000;1000;0
0;1;0;5420;163;-46;-29;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2720;23;-34;-42;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;7860;165;-21;-28;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5280;232;-43;5;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;4930;109;-59;-31;0;1;0;1;0;0;0;0;0;5000;5000;0
0;0;1;7430;196;-70;-61;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;742750;3037;87;85;0;4;0;4;0;0;0;0;0;18000;8000;0
0;0;1;33330;482;-5;-12;0;2;1;0;1;0;0;0;0;40200;40000;0
0;0;1;28600;601;120;130;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1355970;2326;-7;-12;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;26860;282;-46;-44;0;2;0;2;0;0;0;0;0;5000;3000;0
0;0;0;11620;23;-76;-71;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;31240;836;-7;-9;1;1;0;1;0;0;0;0;0;2000;2000;0
0;1;1;34360;604;40;44;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;6200;211;-50;-16;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;48590;134;28;84;1;1;0;0;1;0;0;0;0;20000;20000;0
0;0;1;82480;172;-34;-21;0;1;0;1;0;0;0;0;0;1000;1000;0
0;0;1;37580;574;33;23;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;5600;119;-63;-63;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;45990;349;59;94;0;3;2;1;0;0;0;0;0;4200;3000;0
0;0;1;227990;734;-52;-59;0;2;1;1;0;0;0;0;0;4300;4000;0
1;0;1;19160;376;-42;-14;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;19810;209;21;-22;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;17710;191;-22;-52;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;11320;514;-15;33;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;10690;297;-14;19;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;18580;753;-7;25;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;37820;347;16;24;0;3;2;1;0;0;0;0;0;4000;3000;0
0;0;1;105160;284;34;66;0;1;0;1;0;0;0;0;0;6000;6000;0
0;1;1;16940;455;-1;6;0;1;0;0;1;0;0;0;0;30000;30000;0
0;0;1;14580;308;-42;-38;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;4530;98;-54;-72;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;8210;247;-44;-23;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;47830;264;-65;-47;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;0;5480;236;-20;37;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;39510;204;12;40;0;1;0;1;0;0;0;0;0;5000;5000;0
0;0;0;5020;32;77;-20;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;6370;34;-68;-39;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;3860;53;-68;-77;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;645750;2035;7;6;0;4;1;1;2;0;0;0;0;63800;40000;0
0;1;0;31290;117;-52;-41;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;24660;360;-22;-18;0;1;1;0;0;0;0;0;0;400;400;0
1;0;1;77040;772;143;-7;0;1;0;1;0;0;0;0;0;2000;2000;0
0;0;1;2880;92;-74;-67;0;1;0;1;0;0;0;0;0;2000;2000;0
1;1;1;48130;1330;163;163;1;0;0;0;0;0;0;0;0;0;0;0
0;1;1;140610;254;-20;-17;1;1;1;0;0;0;0;0;0;800;800;0
1;0;1;29480;510;-7;-39;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;24100;392;-31;-29;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;44600;591;64;75;0;1;0;1;0;0;0;0;0;2000;2000;0
0;1;1;34230;551;15;33;0;1;0;1;0;0;0;0;0;2000;2000;0
1;0;1;320110;1844;54;35;0;2;1;0;1;0;0;0;0;20600;20000;1
1;0;1;103140;762;-42;-35;0;3;1;2;0;0;0;0;0;7500;5000;0
1;0;1;415690;1486;-37;-26;0;1;0;1;0;0;0;0;0;7000;7000;1
1;0;1;31560;491;16;4;0;1;0;1;0;0;0;0;0;2000;2000;0
0;1;1;111950;997;-8;-13;0;4;3;1;0;0;0;0;0;4400;3000;0
0;0;1;34600;389;-13;6;0;4;0;4;0;0;0;0;0;15000;8000;1
0;0;1;1138340;2106;-20;-20;0;2;0;2;0;0;0;0;0;11000;9000;0
0;1;1;44800;350;253;52;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;507230;2116;-21;-40;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;1;166700;363;-34;-56;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;206610;1421;-7;1;0;2;1;1;0;0;0;0;0;4200;4000;1
0;0;1;19420;279;-35;-13;0;4;3;1;0;0;0;0;0;2800;1000;0
1;0;1;37560;493;149;61;0;1;1;0;0;0;0;0;0;200;200;0
0;1;0;4500;207;-58;-14;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;19860;300;-24;-21;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;13930;423;-26;-32;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2290;29;-15;-28;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;52120;695;66;55;0;1;0;1;0;0;0;0;0;2000;2000;0
0;0;1;8080;294;-48;4;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;19570;153;-36;-21;0;1;1;0;0;0;0;0;0;700;700;0
1;1;1;12220;465;-78;-41;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;16820;244;-32;-39;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;17580;406;-38;-16;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;59950;865;19;18;0;1;1;0;0;0;0;0;0;700;700;0
1;1;1;40620;398;56;-18;0;0;0;0;0;0;0;0;0;0;0;1
0;1;1;40480;639;51;-2;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;41410;630;38;29;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;93190;439;82;-53;0;4;1;2;1;0;0;0;0;81400;70000;0
1;0;1;58160;897;-4;3;0;3;2;1;0;0;0;0;0;1900;1000;0
0;0;0;63550;325;15;35;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;1062280;1982;-27;-27;0;2;1;1;0;0;0;0;0;5200;5000;0
1;0;1;28500;446;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;50580;134;15;-18;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;11160;543;-41;7;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;4030;127;-13;48;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;4630;89;-56;-42;0;1;0;0;0;0;0;0;0;50;50;1
0;1;0;13200;505;6;102;0;1;0;1;0;0;0;0;0;9000;9000;0
0;0;1;27870;238;-6;-5;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;14080;172;-38;-65;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;43420;623;56;33;0;2;2;0;0;0;0;0;0;500;400;0
0;1;1;18830;201;-23;-52;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;96080;433;60;92;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;39040;231;-26;-5;0;1;0;1;0;0;0;0;0;5000;5000;0
0;1;1;37520;843;13;57;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;36600;341;20;37;0;3;0;3;0;0;0;0;0;13000;7000;0
1;1;1;18490;451;-34;-4;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;18410;30;-33;-61;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;42220;382;29;-9;0;1;0;1;0;0;0;0;0;8000;8000;0
0;1;1;22260;493;-13;11;0;1;1;0;0;0;0;0;0;900;900;0
1;0;0;5500;152;-51;-1;0;2;1;0;0;0;0;0;0;250;200;0
0;1;1;23290;592;-58;-37;1;1;1;0;0;0;0;0;0;500;500;0
0;1;0;8670;151;-25;-58;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;7780;291;-17;-7;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;96600;383;87;70;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;58230;279;8;27;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;184710;1482;61;78;0;9;1;7;1;0;0;0;0;49800;30000;0
1;0;1;388530;1539;-11;-11;0;2;1;1;0;0;0;0;0;3200;3000;1
1;1;1;37950;527;41;22;0;1;0;1;0;0;0;0;0;8000;8000;0
0;0;1;9790;422;-4;-6;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;4080;19;73;-52;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;6170;187;-33;-16;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1350;112;-80;-36;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;31770;231;2;-3;0;3;1;2;0;0;0;0;0;10400;8000;0
0;0;0;3510;19;22;-52;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;7510;141;-15;-24;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;53590;527;68;24;0;1;1;0;0;0;0;0;0;900;900;0
0;0;0;22200;685;153;130;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;1;104340;1269;221;108;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;13070;282;-11;-12;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;144880;361;-46;-52;0;1;0;1;0;0;0;0;0;2000;2000;0
1;0;1;59250;1452;59;39;0;1;1;0;0;0;0;0;0;500;500;0
0;0;1;28920;472;-11;13;0;1;1;0;0;0;0;0;0;200;200;0
0;0;0;3520;107;-42;-32;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;18330;91;-57;-43;0;1;0;1;0;0;0;0;0;4000;4000;0
0;0;0;5400;39;2;-2;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;20060;57;87;12;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;8260;343;-39;2;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;42640;576;264;150;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;5880;175;-40;-24;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;26290;104;-6;-67;0;5;2;2;1;0;0;0;0;25300;20000;0
0;1;1;111510;169;-36;-63;0;2;0;2;0;0;0;0;0;5000;3000;0
1;1;1;13360;383;-59;-61;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;103460;208;-37;-29;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;15190;367;-39;-18;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;144520;407;-34;-27;0;1;0;1;0;0;0;0;0;3000;3000;0
1;1;1;23050;428;-19;-32;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;24510;845;-16;9;1;0;0;0;0;0;0;0;0;0;0;0
1;1;1;19790;825;-32;6;1;1;1;0;0;0;0;0;0;400;400;0
0;0;0;2510;17;-16;-58;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;32270;631;8;52;0;1;1;0;0;0;0;0;0;500;500;0
1;0;1;186280;1921;39;51;0;3;1;1;1;0;0;0;0;72500;70000;0
0;0;1;29340;294;-25;-31;0;3;3;0;0;0;0;0;0;1400;600;0
0;1;1;28920;659;114;96;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;4600;105;-63;-58;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;8880;112;-15;-71;0;1;0;1;0;0;0;0;0;7000;7000;0
0;0;0;10850;131;55;49;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;8190;325;-13;3;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;20050;295;-14;-37;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;46580;260;-56;-48;0;1;0;1;0;0;0;0;0;2000;2000;0
0;0;1;53390;432;-7;15;0;2;1;1;0;0;0;0;0;3200;3000;0
0;0;0;10720;271;-5;11;0;1;1;0;0;0;0;0;0;300;300;0
0;1;1;14770;241;-19;-24;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;15290;315;-13;-1;0;1;1;0;0;0;0;0;0;400;400;0
0;0;0;1330;54;-88;-76;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;19990;669;-64;-18;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;161390;314;49;65;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;19740;888;103;105;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;127360;351;-54;-53;0;1;1;0;0;0;0;0;0;700;700;1
0;0;1;129190;278;47;67;0;4;1;3;0;0;0;0;0;13500;8000;0
0;0;1;25050;353;-7;-19;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;450490;1437;-30;-28;0;6;2;4;0;0;0;0;0;12700;4000;1
0;0;1;16290;463;-4;-17;0;1;0;0;1;0;0;0;0;20000;20000;0
1;0;1;162190;1702;-7;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;7400;169;-28;-54;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;3720;43;75;8;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;1582550;2545;23;1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;16630;81;-65;-59;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;3250;68;-67;-54;0;1;0;0;1;0;0;0;0;30000;30000;1
0;1;0;17670;255;130;56;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;12470;227;-2;-8;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;292040;1233;-33;-29;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;366500;1484;-46;-61;0;1;0;0;1;0;0;0;0;30000;30000;0
1;0;1;54980;544;66;24;0;2;1;1;0;0;0;0;0;1400;1000;0
0;0;1;26660;486;-1;12;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2970;50;-95;-87;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;32030;350;12;-22;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;43380;693;83;36;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;53250;140;-19;-31;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;53900;320;-36;-20;0;2;0;2;0;0;0;0;0;4000;2000;0
1;0;1;151660;900;-25;-33;0;7;2;3;2;0;0;0;0;67700;30000;0
0;0;1;2196220;3848;62;51;0;3;1;2;0;0;0;0;0;8500;4000;0
1;1;1;17960;780;-38;0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;1;26800;657;54;13;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;29060;660;125;103;1;1;1;0;0;0;0;0;0;300;300;0
